FEAT,LAT,LONG,DIMEN( km),MVC#,C1-MIDR,FMIDR,    COMMENTS,NAMES,OTHER CLASSIFICATIONS
IV/SSD,11,313.5,10, 11/313.5SSD,15N317,10N301;1,Flat-topped w/flank escarpments; circular pit offset from center,,
IV/SSD,9,204,15, 9/204SSD,15N197,10N301;1,2 adjacent; flat w/central pits.,,
IV/SSD,9,204,15, 9/204SSD,15N197,,2 adjacent; flat w/central pits.,,
IV/SSD,7,44,45, 7/44SSD,00N043,10N205;1,Circular; not well-defined,,
IV/SSD,4,19,40, 4/19SSD,00N026,10N205;1,Series of 5 adjoining,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,4,19,40, 4/19SSD,00N026,05N042;201,Series of 5 adjoining,,"SSD, Ref 2"
IV/SSD,4,19,40, 4/19SSD,00N026,,Series of 5 adjoining,,"SSD, Ref 2"
IV/SSD,4,19,40, 4/19SSD,00N026,,Series of 5 adjoining,,"SSD, Ref 2"
IV/SSD,4,19,40, 4/19SSD,00N026,,Series of 5 adjoining,,"SSD, Ref 2"
IV/SSD,3.5,309,60, 3.5/309SSD,00N317,,"Radar dark, apparent flat-top; no summit structure; surrounded by Radar dark amoeba-shaped flows",,"MD,Ref 4"
IV/SSD,2.5,314,25, 2.5/314SSD,00N317,,Radar dark top; apparent steep flanks; located at center of LV at 2.5/314,,"MD,Ref 4"
IV/SSD,-1.5,245.5,30, -1.5/245.5SSD,00N249,05N307;1,Summit pit,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,-2,226,30, -2/226SSD,00N232,,Circular; not brt,,
IV/SSD,-3,151,35, -3/151SSD,00N146,,"central pit, clear example",,"SSD, Ref 2"
IV/SSD,-7,30.5,20 ea, -7/30.5SSD,00N026,,Maybe two overlapping; no fractures or pits on top; 15 km; SSD lies to east 180 km,,"MD,Ref 4"
IV/SSD,-2.5,335.5,20, -9.5/335.5SSD,15S335,05S149;1,Venera 8 site area,,"SSD, Ref 2"
IV/SSD,-9.5,295.5,20, -9.5/295.5SSD,15S300,10S335;1,"Radar bright steep margin w/flat-top w/central summit ""dome"" w/pit",,"MD,Ref 4"
IV/SSD,-9.5,324.5,50, -9.5/324.5SSD,15S317;301,,Maybe 2 overlapped; flat-topped; not well-defined,,
IV/SSD,-10,249.5,20X10, -10/249.5SSD,15S249,,"Elongate, irregular but SSD-type; pits on flank and summit; fine fractures on top",,"SSD, Ref 2"
IV/SSD,-12,43,20, -12/43SSD,15S043,,Small summit pit; radar dark; flat-topped ,,
IV/SSD,-12.5,247,20, -12.5/247SSD,15S249,10S250;1,"Flat-topped; summit pit, fractures on top",,"SSD, Ref 2"
IV/SSD,-13,43,20, -13/43SSD,15S043,,10 km Radar bright CD-like pit; Radar dark domical shaped,,
IV/SSD,-13.5,251.5,35, -13.5/251.5SSD,15S249,15S249;1,"Flat-top, Radar dark top, summit shield; pits and small shields on east edge of SSD",,"SSD, Ref 2"
IV/SSD,-14,218,20, -14/218SSD,15S215,,Proto-SSD?; 10 km crater,,
IV/SSD,-15.5,324,40, -15.5/324SSD,15S317;301,15S249;1,Old; partially buried by SF at -15.5/325,,
IV/SSD,-16.1,211.8,30, -16.1/211.8SSD,15S215,15S214;1;201,Domical; scallop-shaped slumping,,"MD,Ref 4"
IV/SSD,-16.5,291,35, -16.5/291SSD,15S283,15S289;1,SSD-type w/coalesced? pits on top; appears to sit on margin of CO-like AR -16.5/292,,
IV/SSD,-17,292.5,30, -16.5/296.5SSD,15S300,15S214;1;201,Cut by concentric fractures and located on margin of AR? at -16.5/297,,
IV/SSD,-20,295,10x15, -20/295SSD,15S300,15S289;1,Irregularly shaped ,,
IV/SSD,-20,295,10x15, -20/295SSD,15S300,,Irregularly shaped ,,
IV/SSD,-22,223.5,15, -22/223.5SSD,15S215,20S221;1;201,"Proto-SSD? Domical-shape, 5 km crater",,"MD,Ref 4"
IV/SSD,-23.5,250.5,30, -23.5/250.5SSD,30S243,25S247;1,Flat(?) low(?) appearance; Radar dark top,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,-24,353,30, -24/353SSD,30S351,,"Series of 5, each 30 km; a few have summit pits, 2 overlap",,"MD,Ref 4"
IV/SSD,-24,353,30, -24/353SSD,30S351,,"Series of 5, each 30 km; a few have summit pits, 2 overlap",,
IV/SSD,-24,353,30, -24/353SSD,30S351,,"Series of 5, each 30 km; a few have summit pits, 2 overlap",,
IV/SSD,-24,353,30, -24/353SSD,30S351,,"Series of 5, each 30 km; a few have summit pits, 2 overlap",,
IV/SSD,-24,353,30, -24/353SSD,30S351,,"Series of 5, each 30 km; a few have summit pits, 2 overlap",,
IV/SSD,-26,73,60, -26/73SSD,30S081,,"3 IV (each w/summit pits) in a row (""incipient"" SSD?); assoc.' flat-top shield and SF w/haloes",,
IV/SSD,-26,73,60, -26/73SSD,30S081,,"3 IV (each w/summit pits) in a row (""incipient"" SSD?); assoc.' flat-top shield and SF w/haloes",,
IV/SSD,-26,73,60, -26/73SSD,30S081,,"3 IV (each w/summit pits) in a row (""incipient"" SSD?); assoc.' flat-top shield and SF w/haloes",,
IV/SSD,-26,80,40, -26/80SSD,30S081,25S082;1;301,on outer concentric margin of CO at -26/82,,"MD,Ref 4"
IV/SSD,-27.5,99.5,30, -27.5/99.5SSD,30S099,,Radar dark flat-topped IV,,"MD,Ref 4"
IV/SSD,-30,12,25, -30/12SSD,30S009,30S009;1,One of a series of 7 overlapping SSD's east of Alpha Regio,,"MD,Ref 4"
IV/SSD,-30,12,25, -30/12SSD,30S009,30S009;1,One of a series of 7 overlapping SSD's east of Alpha Regio,,
IV/SSD,-30,12,25, -30/12SSD,30S009,30S009;1,One of a series of 7 overlapping SSD's east of Alpha Regio,,
IV/SSD,-30,12,25, -30/12SSD,30S009,30S009;1,One of a series of 7 overlapping SSD's east of Alpha Regio,,
IV/SSD,-30,12,25, -30/12SSD,30S009,30S009;1,One of a series of 7 overlapping SSD's east of Alpha Regio,,
IV/SSD,-30,12,25, -30/12SSD,30S009,30S009;1,One of a series of 7 overlapping SSD's east of Alpha Regio,,
IV/SSD,-30,12,25, -30/12SSD,30S009,30S009;1,One of a series of 7 overlapping SSD's east of Alpha Regio,,
IV/SSD,-32,10.5,40-50, -32/10.5SSD,30S009,30S009;1,"Circular, summit pit",,
IV/SSD,-32,301.5,25, -32/301.5SSD,30S297,,"Old? subdued; Radar bright, flat(?), may be associated w/faint CO-like structure",,"MD,Ref 4"
IV/SSD,-32,301.5,25, -32/301.5SSD,30S297,,"Old? subdued; Radar bright, flat(?), may be associated w/faint CO-like structure",,
IV/SSD,-34,69.5,25, -34/69.5SSD,30S063,,,,"MD,Ref 4"
IV/SSD,-35,256.5,20, -35/256.5SSD,30S261,,No pit or fractures; summit dome,,
IV/SSD,-35,264,30, -35/264SSD,30S261,,Off rim of CD at -35/263; flat-topped w/fractured surface (thru-going fracture); no pit or fractures; summit dome,,"MD,Ref 4"
IV/SSD,-36.5,24,15, -36.5/24SSD,30S027,,,,
IV/SSD,-36.5,41,20, -36.5/41SSD,30S045,35S041;201,Flat radar dark top,,
IV/SSD,-42.5,255,25, -42.5/255SSD,45S265,,Domical shaped; small pits and fractures on top,,"MD,Ref 4"
IV/SSD,-42.5,255,20, -42.5/255SSD,45S265,,Domical shaped; small pits and fractures on top,,"MD,Ref 4"
IV/SSD,-44.5,281.5,40, -44.5/281.5SSD,45S286,45S280;1,Flat-top; possible domical center,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,-45,273,40, -45/273SSD,45S265,,"Steep margins; flat, Radar dark top; circular; covers regional fracture trend; located at LV center",,
IV/SSD,-51,305.5,25-50, -51/305.5SSD,45S307;201,,Overlapping pancake-style,,
IV/SSD,-51,305.5,25-50, -51/305.5SSD,45S307;201,,Overlapping pancake-style,,
IV/SSD,-51,305.5,25-50, -51/305.5SSD,45S307;201,,Overlapping pancake-style,,
IV/SSD,-51,305.5,25-50, -51/305.5SSD,45S307;201,,Overlapping pancake-style,,
IV/SSD,-51,305.5,25-50, -51/305.5SSD,45S307;201,,Overlapping pancake-style,,
IV/SSD,-52.5,289,80, -52.5/289SSD,60S291,,only half of flanks are well-defined; appears flat-topped w/very small shields and radar dark flows near center,,
IV/SSD,-54.5,23,15, -54.5/23SSD,60S014,,Domical small shield-type,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,-54.5,291.5,25, -54.5/291.5SSD,60S291,,Summit caldera 10 km; domical shaped,,
IV/SSD,-54.5,292,25, -54.5/292SSD,60S291,,No summit pit; small apron; domical shaped,,"MD,Ref 4"
IV/SSD,-57.5,162,40, -58/162SSD,60S153,60S164;1,Summit pit; flat top,,"SSD, Ref 2"
IV/SSD,-58,162,25, -58.5/162SSD,60S153,60S164;1,Dome-like; summit pit,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,-70.5,65,20, -70.5/65SSD,75S068;201,,Flat-topped; on margin of -69.5/66CO,,
IV/SSD?,15.5,281.5,15, 15.5/281.5SSD,15N283,,Large summit depression,,
IV/SSD?,-9,329,50, -9/329SSD,15S335;301,05S031;201,Associated radar dark flows and SF,,
IV/SSD?,-22.5,329,30x20, -22.5/329SSD,15S335;301,,Radar dark interior; Radar brightannulus,,
IV/SSD?,-30,218,20, -30/218SSD,30S225,30S218;1,Summit CD ~5 km; SSD-like steep flank; associated radial fractures beyond edifice,,
IV/SSD?,-30,218,20, -30/218SSD,30S225,30S218;1,Summit CD ~5 km; SSD-like steep flank; associated radial fractures beyond edifice,,
IV/SSD?,-68.5,200,40, -68.5/200SSD,75S203;1,,Possible collapsed center,,
IV/SSD?,-69,202.5,25, -69/202.5SSD,75S203;1,,Possible collapsed center; embayed by plains on SE,,
IV/SSD?,-70,87.5,60, -70/87.5SSD,75S068;201,,Raised rim; Radar dark sm center may be collapsed,,
LC,76,330,>150loSFCg, 76/330LC,75N338,,plains in tessera; S85W,,
LC,68,307,230, 68/307LC,75N299,,Flow direction S80E,,
LC,64,278,80, 64/278LC,60N263,,"""Tadpole head""; in area of assoc'd LF; S80E",,
LC,50,167,1400, 50/167LC,45N159,,NE/SW trend; S30W,,
LC,44,15.5,>300loSFCg, 44/15.5LC,45N011,,"Small distributary; cut-off; another LC lies to the West, 100 km long; S45W trend",,
LC,33,164,900, 33/164LC,30N171,,Continuation from NE of 60/167LC in 45N159; total length >2300 km long; S30E,,
LC,32.5,229.5,60, 32.5/229.5LC,30N225,,"""Tadpole-shaped"" pit with associated channel; 5 km diam ""head""",,
LC,12.5,234,300-400, 12.5/234LC,15N232,,Central channel within 12.5/234LF; W-E,,
LC,5,334,300+loSFCg , 5/334LC,00N335,,N10W,,
LC,4,58,60, 4/58LC,00N060,,Various possible volc in region; collapsed pits and channel-like modified graben,,
LC,3,82.5,50loSFCg, 3/82.5LC,00N077,,On slope of highland; N50E,,
LC,3,82.5,50loSFCg, 3/82.5LC,00N077,,on slope of highland; N50E,,
LC,3,82.5,50loSFCg, 3/82.5LC,00N077,,On slope of highland; N50E,,
LC,3,335,500+loSFCg, 3/335LC,00N335,, N70W,,
LC,1.5,87.5,>225, 1.5/87.5LC,00N095,,W-E,,
LC,-3.5,201.5,200, -3.5/201.5LC,00N197,,Possibly several channels; N-S,,
LC,-11.5,257,70, -11.5/257LC,15S249,,"""Tadpole-shaped"" pit with associated channel with long channel; ""tadpole"" head is 5 km wide",,
LC,-12,67.5,>300loSFCg, -12/67.5LC,15S060,,"Sinuous rille lava distributary w/Radar dark ""delta""-like lava flows; S10W",,
LC,-12,90,>200, -12/90LC,15S095,,"""Tadpole-shaped"" pit with associated channel; collapse feature w/sinuous channels extending min. 200 km on radar dark plains; NS",,
LC,-12,90,>200, -12/90LC,15S095,,"""Tadpole-shaped"" pit with associated channel; collapse feature w/sinuous channels extending min. 200 km on radar dark plains; NS",,
LC,-12,90,>200, -12/90LC,15S095,,"""Tadpole-shaped"" pit with associated channel; collapse feature w/sinuous channels extending min. 200 km on radar dark plains; NS",,
LC,-15,142,200, -15/142LC,15S146,,Multiple digitate flow field; Radar bright flows associated w/channel; N80W,,
LC,-16,182,1-2 x 150, -16/182LC,15S180,,S30E,,
LC,-17,10,200-300+, -17/10LC,15S009,,May extend further to E.: associated w/Radar bright flows; S80E,,
LC,-18,14,300, -18/14LC,15S009,,May be continuation of LC -17/10,,
LC,-20.5,180,500, -20.5/180LC,15S180,,Multiple channels; S40E,,
LC,-24,347,100, -24/347LC,30S351,,"""Cobra-head""; NS",,
LC,-27.5,256,60, -27.5/256LC,30S261,,"""Tadpole-shaped"" pit with associated channel; N50W",,
LC,-28.5,252.5,75, -28.5/252.5LC,30S243,,Several small ones; may extend out of this C1; some associated flows and shields; may be structurally influenced; EW,,
LC,-29,253.5,100, -29/253.5LC,30S261,,N30W,,
LC,-30,356,50, -30/356LC,30S351,,Assoc'd w/flows from Eve; N50W,,
LC,-34,197,>200 x 3, -34/197LC,30S189,,,,
LC,-35,251.5,10x5, -35/251.5LC,30S243,,"Small ""tadpole-shaped"" pit with associated channel; NS",,
LC,-40,31,500, -40/31LC,45S032,,S45E,,
LC,-40,227,200, -40/227LC,45S223,,EW,,
LC,-42,89,600+ , -42/89LC,45S096,,Region of channels; associated w/amoeba-shaped flows; SFC85E,,
LC,-43,197.5,250, -43/197.5LC,45S202,,,,
LC,-45,355,~600, -45/355LC,45S350,,Central channel of digitate Radar bright flows; S80W,,
LC,-48,20,600, -48/20LC,45S011,,Location is head of channel; NS,,
LC,-48,164,400, -48/164LC,45S159,,,,
LC,-49,151,>350, -49/151LC,45S159,,,,
LC,-49,177,500+, -49/177LC,45S180,,Radar bright margins; WE,,
LC,-49,225,200, -49/225LC,45S223,,S30W,,
LC,-49,267,600+, -49/267LC,45S265,,WE,,
LC,-49.5,273,250+, -49.5/273LC,45S265,,S10E,,
LC,-51.5,25,900, -51.5/25LC,45S032,,"Distributary channel, connected to LC at -40/31; N85E",,
LC,-52,0,100, -52/0LC,45S350,,Short segment; S75W,,
LC,-53.5,353,100+, -53.5/353LC,60S347,,Located in plains to east of Mylitta Fluctus,,
LC,-54,171,500, -54/171LC,60S180,,May be connected to or branches of other LC in this C1; S30E,,
LC,-58,195,600-700, -58/195LC,60S180,,May be connected to or branches of other LC in this C1; E-W,,
LC,-59,151,500+, -59/151LC,60S153,,Crosses ridged-plains; S40E,,
LC,-59,165,1000, -59/165LC,60S180,,Has branching segment to SE; may be continued from LC in 60S153 (across or beneath CO) part of network w/other regional LC; E-W,,
LC,-58.5,175,500, -58.5/175LC,60S180,,Branches off of or into -59/165LC; may be part of LC network in this C1; S70E,,
LC,-60,268,300+, -60/268LC,60S263,,"N80E; many segments of LC in this C1, total length or connections uncertain",,
LC,-61,190,300, -61/190LC,60S180,,S80E,,
LC,-61,255,300, -61/255LC,60S263,,East-west orientation; many segments of LC in this area of this C1-MIDR; total length or connections uncertain,,
LC,-62,147,900, -62/147LC,60S153;201,,"Crosses ridged plains, oblique to ridge trend; may be covered by or terminate at radar bright plains unit at -64/157; LC trends N45W",,
LC,-62.5,163,500, -62.5/163LC,60S153;201,,May be connected to -62/147; source may be from -60.5/166AR; trends S45W,,
LC,-66.5,16,>300, -66.5/16LC,60S014,,Heads in tessera and ends in distributary system; S75E,,
LC,-66.5,86,50, -66.5/86LC,60S070,,Associated w/small flows; may originate in SF at -66.5/84; WE,,
LC,-75,162,1400, -75/162LC,75S158;201,,Some discontinuous segments; source may be -83.5/140CO?; orientation N-S,,
LC,-77,128,1400, -77/128LC,75S113;201,,Located in ridged plains; excellent example; N-S trend; continuous along entire length; source may be -83.5/140CO?,,
LC,-81,240,600, -81/240LC,75S248;201,,"Trends NNE, curves; less well-defined and crossed by ridges to NE",,
LC?,-26,152,200, -26/152LC,30S153,,associated w/brt-Radar dark flows; apparent source from rifts; N45W,,
LF,78,15,200x100, 78/15LF,75N338,,Tessera marginal; source appears to be ridge belt; a few associated small shields,,
LF,70.5,204,200, 70.5/204LF,75N209,,Radar bright and radar dark digitate flows extend form ridge and flow to the east (may be associated w/FF source area.),,
LF,66.5,307,230x100, 66.5/307LF,60N319,,Radar bright flows; direction unknown,,
LF,61,184,400-500, 61/184LF,60N180,,Radar bright/Radar dark; from adjacent rift(?); flow direction W,,
LF,76,350,500x100, 76/350LF,75N338,,Mottled flows in elongated trough; flooded area tessera-marginal; radial source(?) at E end,,
LF,56,218,300,56/218LF,60N208,,"LV?; SFCumerous, digitate flows from presumed SF center[56/218SF]; compare with -13/310CD",,
LF,50,347,>600width, 50/347LF,45N350,,"Part of ""Australia""",[Neago Fluctus],
LF,38,29,>400, 38/29LF,45N032,,"Radar dark flows, similar to amoeboid-shaped type; covering exceptionally large area",,
LF,38,250,400, 38/250LF,45N244,,Long radar bright and dark; from rift zone; East,,
LF,37,244,500, 37/244LF,30N243,,"Linear pattern of radar bright and radar dark flows, may originate at rift-like feature",,
LF,34,229,400x300, 34/229LF,30N225,,Radar bright and radar dark fluid-looking; source uncertain; E,,
LF,32,230,20, 32/230LF,30N225,,Two Radar bright lava flows; emanating from linear fissure; S85E,,
LF,29,220,600x300, 29/220LF,30N225,,Broad region; mostly Radar dark flows with lighter margins; possible source is rift or LV associated w/Ulfren Regio; N50W,,
LF,26,302,250, 26/302LF,30N297,,Series of <10 km wide digitate flows emerge from graben plexus and flow east to west;(W?),,
LF,25,48,500, 25/48LF,30N045,,"Long, narrow, Radar bright flows-SSW; from concentric fracture on flank of LV 30/485 and from center at 28.5/46.5",,
LF,24,154,600x600+, 24/154LF,30N153,,"Radar bright flows; ""flood"" type, with interior channels; flows around ridge belts; distal flows from 19.5/154LV; fan shaped E to W ",,
LF,19,268,300, 19/268LF,15N266,,Radar bright and radar dark flows emanate from radar bright area in regional structural trend; N40E,,
LF,12.5,234,300-400,12.5/234LF,15N232,,"Long narrow, digitate flow w/well-defined central channel, W-E",,
LF,12,306,500, 12/306LF,15N300,,Mostly Radar dark w/Radar bright narrow flows; could be from LV at 9.5/308.5; flow direction N30W,,
LF,9,97,200 long, 9/97LF,15N095,,Flows extending from deformation belt; N50E,,
LF,4,332,20-40 ea, 4/332LF,00N335,,Amoeba-shape radar dark flows,,
LF,4,345,20-100, 4/345LF,00N352,,"""Amoeboid""-type radar dark flows",,
LF,1.5,279,250x100, 1.5/279LF,00N283,,"Radar bright, digitate parallel flows; flowing to E",,
LF,0,277,100x100, 0/277LF,00N283,,Radar bright flows; irregular shape,,
LF,-2,314,, -2/314LF,00N317,,"Radar dark plains w/radar bright ""kipukas""; embaying margins of LV (patches look amoeba-shaped)",,
LF,-2,336,50, -2/336LF,00N335,,Amoeba-shaped flow field; N50E,,
LF,-5,204,300x200, -5/204LF,00N197,,Radar bright flows; East,,
LF,-6.5,231,200X150, -6.5/231LF,00N232,,"Very fluid-looking ""amoeba-shaped type"", but w/radar dark edges and very radar bright interior; E?",,
LF,-8,150,>300, -8/150LF,15S146,,,,
LF,-9,299.5,150x250, -9/299.5LF,15S300,,Extending to west and east from apparent source in center of fracture belt; SF at apparent source; S50W,,
LF,-13,313,700, -13/313LF,15S317,,Broad Radar bright flows; N 80 E,,
LF,-14,336,50, -14/336LF,15S335,,Several amoeba-shaped flows from vents on southern margin of possible giant ring structure,,
LF,-15,79,300loSFCg, -15/79LF,15S077,,"Radar bright flows; linear, no channel; S",,
LF,-15,88,>400 km, -15/88LF,15S095,,extends from LC at -12/90 (possibly extends to 600 km); S,,
LF,-15,140,600, -15/140LF,15S146,,associated LC (-15/142LC),,
LF,-15,197,400x400, -15/197LF,15S197,,Radar bright flows in region; S30E,,
LF,-17,1,300wide, -17/1LF,15S009,,extends to E. for several 100 km; N40W,,
LF,-18,132,150 loSFCg, -18/132LF,15S129,,Radar bright; on south margin of Thetis; S85E,,
LF,-18.5,313,500, -18.5/313LF,15S317;201,,Apparently from fracture belt/CO -20/309.5; oriented east; small channels,,
LF,-19,180,500, -19/180LF,15S180,,Flood-like Radar bright and radar dark flows with large channels; S40E,,
LF,-21,115,400, -21/115LF,15S112,,Radar bright and Radar dark flows; S and W,,
LF,-21,144,300, -21/145LF,15S146,,Radar dark flows may be radial to possible source region S and SE,,
LF,-21,283,400, -21/283LF,15S283,,Radar bright and Radar dark flows probably from LV -18/285 or from rift; S10W,,
LF,-22,354,300, -22/354LF,15S352,,Radar dark string type flows; East,,
LF,-25,22,100, -25/22LF,30S027,,Amoeba-shaped flows;radar bright/radar dark area; N-S,,
LF,-26,152,200, -26/152LF,30S153,,Flood-like; lava channels; radar bright/radar dark flows; apparent source rift zone; N45W,,
LF,-26,258,1000, -26/258LF,30S261,,Radar bright and Radar dark flow E-W; source may be LV; W,,
LF,-30,250,600x300, -30/250LF,30S243,,Broad region of radar bright and radar dark flows; W and S,,
LF,-30,264.5,500+, -30/264.5LF,30S261,,"Radar bright flows extend 500+ km; source in Themis ""rift"" zone; S",,
LF,-34,324,400, -34/324LF,30S315;301,,"Radar dark + radar bright flows, oriented N30W; from -34.5/328.5LV(""Innini"")",,
LF,-39,133,100, -39/133LF,45S138,,Radar bright and Radar dark flows covering complex faulted terrain; S45E,,
LF,-41,15,200x900, -41/15LF,45S011,,,,
LF,-43.5,57,600, -43.5/57LF,45S053;202,,Radar bright digitate flows; embays tessera; SFC,,
LF,-45,358,300, -45/358LF,45S350,,Radar bright flows; flood-type; W,,
LF,-47,3,800, -47/3LF,45S011,,Radar bright and radar dark flows; penetrated ridge belt,Kaiwan Fluctus,
LF,-47,27,600, -47/27LF,45S032,,Radar bright flows; E,,
LF,-49,55,400, -49/55LF,45S053;202,,Radar bright flows; mottled plains; SW,,
LF,-50,65,, -50/65LF,45S074,,Regional Radar bright/Radar dark,,
LF,-51,354,>300, -51/354LF,45S350,,Tip of Mylittus Fluctus; dimension is only for part of flow field on this C1; SFC,Mylitlus Fluctus,
LF,-59,32,200, -59/32LF,60S042,,Radar bright and radar dark flows; E and W,,
LF,-71.5,346,600, -71.5/346LF,75S338;2,,"Radar bright, digitate; trends west from source -70/0LV; distal flows invade graben",,
LF,-72,15,800, -72/15LF,75S023;1,,Radar bright digitate flows; S50E; source may be -70/0CO; distal flows resurface ridged plains to S,,
LF?,-76,55,300, -76/55LF,75S068;201,,Source may be sm shield or -76.5.53IV? N90E?? fan-shaped,,
LV,80,260,250, 80/260LV,75N254,,Radial Radar bright flows; apparent steep conical central region,,
LV,76,235,300, 76/235LV,75N254,,Radial flows; may have central CD~60 km; mapped in Aubele & Slyuta (1990); flows surround several IV/FD-types,Renpet Mons  ,
LV,71.5,256,700, 71.5/256LV,75N254,,Radial Radar bright flows; AR-like center(75x100 km); possible second small center of flows at 72.5/250?,Metis Regio,
LV,71,140,100, 71/140LV,75N119,,Radial flows; appearance of terrestrial composite-type edifice; w/sm sh on flanks and apparent pointed summit; on margin of 70/136CO,,
LV,66,323,600, 66/323LV,60N319,65N318;1,Radial Radar bright flows; central CD w/concentric fractures and flat central depression 90X50 km,Colette Patera,"CO, Ref 1"
LV,65.5,279,600x300, 65.5/279LV,60N263,,Flows extend E and W; summit circular region ~70 km w/SF; superposed by sfc to north,Feronia Corona,"CO, Ref 1"
LV,63,120,300, 63/120LV,60N125,65N126;1,AR-type interior 70 km(caldera); radial flows; possibly lies on linear fracture system,Melia Mons,
LV,60,108,600, 60/108LV,60N097,65N114;1,325 km central disturbed area; 600 km to radial flows; heart shaped; radial flows,Fakohotu Corona,"CO, Ref 1"
LV,57.5,255,500, 57.5/255LV,60N263,,"Center ""arachnoid-like"" region; 100X150 w/small shields at very center (70 km)",Mokosha Mons,"CO, Ref 1"
LV,53,98,150, 53/98LV,60N097,,Central caldera~35 km; circular,,
LV,52.5,267.5,450-500, 52.5/267.5LV,45N265,,"Radial flows bury fracture belt; center is drk w/flows and sm sh ~100 km diam, possibly subsided summit; associated flows to S",Atira Mons,
LV,48,7,>300, 48/7LV,45N011,45N004;1,Radiating Radar bright flows,,
LV,48,97,400, 48/97LV,45N096,,Typical example w/multiple interior rings in nested array and radar bright digitate central flows,Hiei Chu Patera,
LV,46,162,150, 46/162LV,45N159,50N163;1,3 calderas 20-30 km diam,,
LV,46,212,200, 46/212LV,45N202,,Radar bright flows; lies on fracture belt; may be cross-cut by fractures; possibly has a distorted crater,,
LV,45,185,150, 45/185LV,45N180,,Very circular; central caldera(?) 25 km in diam,,
LV,44,240.5,400, 44/240.5LV,45N244,45N241;1;201,Strong radial pattern of fluid radar bright and radar dark flows; abundant SF throughout central region; no central CD,Sekmet Mons,
LV,40.5,245,400, 40.5/245LV,45N244,40N244;1,To edge of radial flows; concentration of SF at center w/Radar bright and Radar dark radial flows,,
LV,40,203,130, 40/203LV,45N202,,Summit caldera ~20 km; possible associated second center,,
LV,40,206,150, 40/206LV,45N202,,Radial flows; possible summit crater or dome,,
LV,39,208,100, 39/208LV,45N202,,Radial flows; small 10 km diameter summit crater,Wurunsemu Tholus(?),
LV,39,223,450, 39/223LV,45N223,,AR-like center 100 km; radial flows; cut by Thru-going structure,,
LV,38.5,55,400, 38.5/55LV,45N053,40N053;201,Central circular 90 km; small pits; Radar bright flows,Api Mons,
LV,38,342,225, 38/342LV,45N350,,"Radar bright flows; radar dark central area 50 km; domes, pits, and associated small shields",,
LV,37,257,600, 37/257LV,30N261,,Radar bright radial flows; corona-like interior circular ~200 km feature w/a few small shields,,
LV,36.5,308,130, 36.5/308LV,30N315,,Radar dark shield w/elongate source area at center consisting of small pits and radialar Radar bright vent area (10 km diam); digitate flows,,
LV,36,236,350-400, 36/236LV,30N243,,,Furki Mons,
LV,35.5,211.5,400, 35.5/211.5LV,30N207,35N210;1,Radar bright radial flows; 150 km diam ring in interior and 50 km diam inner ring,,
LV,35,219.5,500, 35/219.5LV,30N225,,Summit caldera ~150 km; radial flows; Thru-going NE structural trend; old?,,
LV,35,277,200, 35/277LV,30N279,35N277;1,Radar bright hummocky domical center (40 km); surrounded by radar dark plains and radar bright radial flows; embays tessera,,"CO, Ref 1"
LV,34,246,200, 34/246LV,30N243,,Narrow radar bright and Radar dark flows w/small shield field at center,,
LV,33,206.5,150, 33/206.5LV,30N207,35N210;1,Central caldera is 50 km; Radar bright radial flows,,
LV,30,45,400x300, 30/45LV,30N045,30N047;1;201,Area of radial narrow radar dark flows; radar bright caldera summit area; local sub-parallel graben or fractures,Tepev Mons,
LV,30,48.5,800x600, 30/48.5LV,30N045,30N047;1;201,Possibly younger and overlapping Tepev; radial chains of radar bright pits at center; radar dark radial flows,,
LV,30,265.5,100, 30/265.5LV,30N261,30N268;1,Summit crater ~15 km; faint radial flows burying local fractures,,
LV,29.5,355,300, 29.5/355LV,30N351,,35 km central caldera,,
LV,29,45.5,600,29/45.5LV,30N045,,Source of Radar bright flows extending locally 800 km from center; associated w/Tepev group of craters,,
LV,28,65,500, 28/65LV,30N063,30N066;1,"Radial, radar bright flows; located on ridge belt; ""butterfly"" shape; summit caldera ~ 80 km; some radial fractures; similar to -12.5/26.5 LV",Hatshepsut Patera,"CO, Ref 1"
LV,28,241.5,300, 28/241.5LV,30N243,,Summit caldera; radar bright radial flows that widen distally; partially floods CO,,"CO, Ref 1"
LV,26,208,400, 26/208LV,30N207,25N211;1,SFC-like radial fractures in central 100 km; Radar bright radial flows,,
LV,25.5,198,180, 25.5/198LV,30N189,,radial flows; interior caldera region ~90 km,,
LV,25,224.5,150, 25/224.5LV,30N225,25N223;1,Central caldera (multi-ring) ~10 km; narrow radial flows; LV sits in Ulfren Regio trend,,
LV,24.5,264,600, 24.5/264LV,30N261,,To edge of radial flows; summit CD ~75 km w/inner Radar dark CD ~20 km and small Radar bright flows in interior,,
LV,24,6.5,250, 24/6.5LV,30N009,,Central pits; circular summit ~40 km; radial Radar bright flows; old and fractured in appearance,,
